Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality,Unnamed: 15,Unnamed: 16
2023-04-18,S002,P0015,Electronics,South,81,44,123,56.83,78.54,5,Rainy,0,78.52,Summer,,
2023-04-18,S002,P0016,Clothing,West,356,148,118,138.87,66.01,10,Rainy,1,63.4,Autumn,,
2023-04-18,S002,P0017,Electronics,North,290,235,165,233.83,47.18,10,Cloudy,1,42.34,Spring,,
2023-04-18,S002,P0018,Groceries,North,167,156,76,147.57,71.33,0,Cloudy,0,74.71,Winter,,
2023-04-18,S002,P0019,Groceries,East,143,18,121,21.35,83.51,5,Rainy,1,86.46,Winter,,
2023-04-18,S002,P0020,Electronics,North,126,20,60,12.52,20.59,15,Snowy,1,16.44,Winter,,
2023-04-18,S003,P0001,Electronics,South,499,35,20,45.28,86.22,15,Cloudy,0,83.45,Winter,,
2023-04-18,S003,P0002,Groceries,South,287,76,27,84.21,22.76,0,Snowy,1,20.85,Spring,,
2023-04-18,S003,P0003,Groceries,North,321,232,152,232.29,89.92,0,Sunny,0,91.29,Autumn,,
2023-04-18,S003,P0004,Toys,North,166,151,169,169.88,24.87,0,Cloudy,0,28.21,Summer,,
2023-04-18,S003,P0005,Toys,North,168,52,36,68.2,52.46,20,Cloudy,0,52.34,Winter,,
2023-04-18,S003,P0006,Electronics,West,257,81,42,75.28,43.8,5,Rainy,1,39.07,Autumn,,
2023-04-18,S003,P0007,Electronics,South,149,14,131,16.55,98.26,15,Rainy,1,93.5,Spring,,
2023-04-18,S003,P0008,Electronics,East,68,31,89,25.66,90.37,15,Snowy,0,91.7,Summer,,
2023-04-18,S003,P0009,Toys,North,433,35,146,53.28,56.66,5,Rainy,0,55.37,Spring,,
2023-04-18,S003,P0010,Toys,North,234,177,40,195.97,88.04,10,Sunny,1,92.78,Winter,,
2023-04-18,S003,P0011,Electronics,East,375,104,177,112.35,50.55,20,Sunny,1,48.85,Spring,,
2023-04-18,S003,P0012,Clothing,West,418,164,156,164.35,49.32,10,Snowy,1,45.22,Spring,,
2023-04-18,S003,P0013,Electronics,East,302,219,69,216.85,93.46,20,Cloudy,1,89.01,Summer,,
2023-04-18,S003,P0014,Toys,South,289,232,122,229.18,62.71,0,Sunny,1,62.24,Summer,,
2023-04-18,S003,P0015,Electronics,East,252,36,78,45.66,57.6,10,Sunny,1,56.86,Summer,,
2023-04-18,S003,P0016,Electronics,West,399,396,20,411.98,14.88,5,Cloudy,0,19.29,Autumn,,
2023-04-18,S003,P0017,Furniture,West,324,177,87,181.3,74.7,10,Cloudy,1,72.99,Summer,,
2023-04-18,S003,P0018,Toys,North,351,85,49,100.24,50.16,20,Snowy,1,54.54,Spring,,
2023-04-18,S003,P0019,Groceries,West,132,70,98,85.35,62.83,20,Rainy,1,66.28,Summer,,
2023-04-18,S003,P0020,Electronics,North,480,400,82,411.89,20.88,15,Sunny,1,18.87,Autumn,,
2023-04-18,S004,P0001,Groceries,East,499,411,158,430.43,66.66,10,Sunny,1,70.46,Summer,,
2023-04-18,S004,P0002,Toys,North,59,1,196,6.67,94.16,0,Snowy,0,92.78,Winter,,
2023-04-18,S004,P0003,Toys,West,321,37,48,42.54,54.19,20,Cloudy,1,50.78,Winter,,
2023-04-18,S004,P0004,Toys,West,85,71,164,66.84,90.25,0,Rainy,0,92.82,Winter,,
2023-04-18,S004,P0005,Toys,East,289,252,151,256.49,34.19,10,Cloudy,0,31.78,Winter,,
2023-04-18,S004,P0006,Toys,West,415,64,109,54.78,33.15,15,Cloudy,0,35.82,Summer,,
2023-04-18,S004,P0007,Furniture,South,461,300,150,317.51,72.85,0,Snowy,0,69.15,Summer,,
2023-04-18,S004,P0008,Electronics,West,363,155,104,160.49,20.48,5,Snowy,0,20.47,Summer,,
2023-04-18,S004,P0009,Clothing,East,447,328,185,344.94,48.41,10,Rainy,1,51.85,Winter,,
2023-04-18,S004,P0010,Electronics,East,198,0,178,-3.64,52.7,5,Snowy,1,51.22,Winter,,
2023-04-18,S004,P0011,Clothing,South,442,118,173,137.4,95.84,5,Rainy,0,93.66,Spring,,
2023-04-18,S004,P0012,Clothing,North,279,91,142,88.52,15.54,15,Rainy,1,11.0,Spring,,
2023-04-18,S004,P0013,Clothing,South,102,39,50,47.56,10.1,5,Snowy,1,12.9,Summer,,
2023-04-18,S004,P0014,Furniture,East,140,50,39,45.12,16.23,5,Sunny,1,17.5,Spring,,
2023-04-18,S004,P0015,Groceries,West,144,12,122,29.37,10.66,15,Cloudy,0,10.8,Summer,,
2023-04-18,S004,P0016,Electronics,North,293,84,101,91.43,20.15,5,Snowy,1,16.66,Summer,,
2023-04-18,S004,P0017,Furniture,West,65,40,112,38.98,74.13,0,Snowy,0,75.77,Summer,,
2023-04-18,S004,P0018,Clothing,East,170,140,122,150.01,82.09,10,Sunny,1,79.86,Winter,,
2023-04-18,S004,P0019,Furniture,East,258,244,135,246.03,58.3,15,Sunny,0,61.02,Autumn,,
2023-04-18,S004,P0020,Furniture,North,419,413,121,405.5,71.78,20,Rainy,1,69.54,Autumn,,
2023-04-18,S005,P0001,Furniture,South,123,26,145,32.66,43.63,5,Cloudy,1,44.53,Winter,,
2023-04-18,S005,P0002,Groceries,East,151,6,62,3.87,90.05,0,Rainy,0,94.79,Autumn,,
2023-04-18,S005,P0003,Electronics,West,381,141,61,137.05,52.01,0,Rainy,0,55.61,Winter,,
2023-04-18,S005,P0004,Furniture,North,65,45,28,49.66,41.79,0,Cloudy,1,41.56,Spring,,
2023-04-18,S005,P0005,Toys,South,484,214,184,216.51,52.98,0,Cloudy,0,48.72,Winter,,
2023-04-18,S005,P0006,Groceries,South,375,344,63,350.11,81.28,5,Snowy,0,77.81,Winter,,
2023-04-18,S005,P0007,Groceries,South,410,54,63,55.03,23.03,15,Sunny,1,23.91,Winter,,
2023-04-18,S005,P0008,Furniture,South,76,4,60,3.7,98.04,0,Snowy,0,101.44,Winter,,
2023-04-18,S005,P0009,Toys,West,227,137,79,155.47,18.83,10,Sunny,1,21.5,Spring,,
2023-04-18,S005,P0010,Groceries,West,180,83,141,94.71,30.21,5,Rainy,0,31.49,Summer,,
2023-04-18,S005,P0011,Groceries,East,113,86,147,89.57,85.32,10,Snowy,0,85.44,Winter,,
2023-04-18,S005,P0012,Toys,North,118,33,132,32.25,29.97,15,Rainy,0,31.41,Autumn,,
2023-04-18,S005,P0013,Toys,North,270,36,29,34.94,96.29,0,Cloudy,1,91.78,Summer,,
2023-04-18,S005,P0014,Clothing,West,400,135,143,143.05,72.39,5,Rainy,0,74.41,Summer,,
2023-04-18,S005,P0015,Clothing,South,442,194,107,198.88,65.49,20,Rainy,0,68.13,Autumn,,
2023-04-18,S005,P0016,Electronics,North,93,24,103,29.65,33.34,20,Sunny,1,35.2,Spring,,
2023-04-18,S005,P0017,Groceries,North,190,102,173,99.53,86.93,20,Cloudy,0,84.81,Spring,,
2023-04-18,S005,P0018,Toys,East,353,58,134,57.49,82.9,5,Cloudy,0,84.25,Winter,,
2023-04-18,S005,P0019,Furniture,West,134,25,88,24.64,99.36,15,Snowy,0,94.55,Autumn,,
2023-04-18,S005,P0020,Groceries,South,445,80,157,83.48,43.64,20,Rainy,1,47.62,Autumn,,
2023-04-19,S001,P0001,Electronics,West,66,18,187,26.91,74.03,5,Snowy,1,71.97,Winter,,
2023-04-19,S001,P0002,Toys,East,294,220,163,230.47,26.63,15,Rainy,1,23.9,Winter,,
2023-04-19,S001,P0003,Toys,South,343,174,92,171.22,86.56,15,Rainy,1,87.82,Autumn,,
2023-04-19,S001,P0004,Toys,South,236,27,42,18.42,83.23,5,Rainy,0,79.26,Spring,,
2023-04-19,S001,P0005,Furniture,West,327,142,26,148.41,67.38,15,Sunny,0,71.97,Winter,,
2023-04-19,S001,P0006,Clothing,South,342,273,25,277.54,90.88,0,Sunny,1,87.67,Winter,,
2023-04-19,S001,P0007,Groceries,West,331,219,44,230.2,53.05,0,Cloudy,1,51.46,Summer,,
2023-04-19,S001,P0008,Toys,North,343,294,66,286.59,58.68,0,Rainy,0,59.61,Autumn,,
2023-04-19,S001,P0009,Clothing,West,191,174,70,183.06,62.99,10,Snowy,0,60.39,Summer,,
2023-04-19,S001,P0010,Clothing,South,212,107,154,99.68,43.83,5,Rainy,1,46.94,Autumn,,
2023-04-19,S001,P0011,Furniture,West,355,145,72,147.32,11.82,10,Cloudy,1,13.55,Summer,,
2023-04-19,S001,P0012,Electronics,East,440,391,110,385.96,42.19,10,Sunny,1,40.94,Winter,,
2023-04-19,S001,P0013,Furniture,East,145,118,116,111.21,41.18,5,Cloudy,1,39.59,Winter,,
2023-04-19,S001,P0014,Electronics,West,490,480,65,485.44,42.86,5,Snowy,0,38.47,Spring,,
2023-04-19,S001,P0015,Furniture,South,145,121,198,125.6,63.7,15,Sunny,0,59.68,Spring,,
2023-04-19,S001,P0016,Furniture,South,330,29,149,35.84,69.43,15,Rainy,0,65.85,Winter,,
2023-04-19,S001,P0017,Clothing,West,461,184,192,197.85,61.96,15,Sunny,0,62.9,Winter,,
2023-04-19,S001,P0018,Furniture,West,328,299,163,313.76,42.36,0,Snowy,1,43.21,Autumn,,
2023-04-19,S001,P0019,Clothing,South,115,88,181,92.61,68.66,20,Rainy,1,65.99,Summer,,
2023-04-19,S001,P0020,Toys,West,335,166,115,184.4,79.96,0,Cloudy,0,80.72,Autumn,,
2023-04-19,S002,P0001,Clothing,North,227,187,159,178.78,14.92,20,Snowy,0,12.41,Winter,,
2023-04-19,S002,P0002,Toys,South,362,152,33,162.1,33.02,20,Rainy,0,31.76,Spring,,
2023-04-19,S002,P0003,Furniture,West,103,103,65,110.07,67.91,20,Cloudy,0,72.15,Summer,,
2023-04-19,S002,P0004,Electronics,West,238,66,161,64.21,56.1,5,Snowy,0,59.86,Summer,,
2023-04-19,S002,P0005,Clothing,West,325,168,125,175.33,72.65,15,Rainy,0,72.44,Spring,,
2023-04-19,S002,P0006,Clothing,East,116,34,161,38.62,90.49,10,Sunny,0,92.92,Spring,,
2023-04-19,S002,P0007,Furniture,South,130,76,32,67.06,71.58,0,Sunny,0,69.09,Winter,,
2023-04-19,S002,P0008,Electronics,East,445,195,152,205.86,90.91,20,Sunny,0,95.22,Spring,,
2023-04-19,S002,P0009,Electronics,South,127,85,70,94.55,80.7,0,Rainy,0,82.51,Winter,,
2023-04-19,S002,P0010,Clothing,East,200,79,114,86.14,51.96,0,Rainy,0,53.33,Autumn,,
2023-04-19,S002,P0011,Toys,East,355,32,118,44.14,95.23,10,Sunny,1,94.51,Autumn,,
2023-04-19,S002,P0012,Groceries,West,238,72,42,79.87,45.31,10,Cloudy,0,44.23,Summer,,
2023-04-19,S002,P0013,Electronics,East,397,289,90,301.21,63.66,0,Rainy,1,60.99,Autumn,,
2023-04-19,S002,P0014,Furniture,East,169,37,195,40.03,91.06,0,Rainy,1,93.32,Autumn,,
2023-04-19,S002,P0015,Furniture,West,324,205,183,209.17,62.75,5,Snowy,0,61.05,Winter,,
2023-04-19,S002,P0016,Clothing,South,439,325,51,327.89,60.09,5,Rainy,0,61.63,Winter,,
2023-04-19,S002,P0017,Electronics,West,481,187,72,201.05,62.24,15,Snowy,0,57.48,Spring,,
2023-04-19,S002,P0018,Furniture,West,343,232,45,247.74,68.92,10,Cloudy,0,73.83,Autumn,,
2023-04-19,S002,P0019,Toys,East,253,133,189,131.71,72.23,20,Snowy,0,76.99,Spring,,
2023-04-19,S002,P0020,Clothing,East,78,1,163,-2.45,22.47,0,Rainy,1,25.49,Autumn,,
2023-04-19,S003,P0001,Groceries,South,245,186,105,204.09,13.84,10,Sunny,0,14.5,Spring,,
2023-04-19,S003,P0002,Toys,West,92,14,38,31.94,27.75,5,Sunny,1,30.31,Spring,,
2023-04-19,S003,P0003,Electronics,North,446,223,94,218.06,23.38,15,Rainy,1,19.89,Autumn,,
2023-04-19,S003,P0004,Clothing,East,174,118,108,117.05,21.08,5,Cloudy,0,22.15,Spring,,
2023-04-19,S003,P0005,Furniture,West,313,204,37,209.85,22.88,20,Sunny,1,22.95,Winter,,
2023-04-19,S003,P0006,Clothing,South,367,73,126,66.84,85.55,5,Cloudy,0,84.42,Autumn,,
2023-04-19,S003,P0007,Furniture,North,192,152,166,164.62,24.69,20,Sunny,1,21.45,Spring,,
2023-04-19,S003,P0008,Furniture,North,489,330,33,328.96,40.12,10,Sunny,1,40.03,Spring,,
2023-04-19,S003,P0009,Electronics,West,192,154,111,171.69,57.71,10,Rainy,1,56.86,Summer,,
2023-04-19,S003,P0010,Toys,North,106,38,33,49.72,87.65,5,Snowy,1,85.65,Spring,,
2023-04-19,S003,P0011,Furniture,East,57,34,34,43.89,65.41,5,Rainy,0,63.51,Winter,,
2023-04-19,S003,P0012,Clothing,North,126,73,103,92.8,22.53,15,Snowy,0,24.18,Summer,,
2023-04-19,S003,P0013,Electronics,North,500,157,136,157.75,90.96,0,Rainy,1,87.6,Winter,,
2023-04-19,S003,P0014,Electronics,North,359,343,143,360.04,22.22,5,Cloudy,0,18.53,Spring,,
2023-04-19,S003,P0015,Clothing,North,230,36,153,53.56,21.71,0,Rainy,0,22.35,Summer,,
2023-04-19,S003,P0016,Electronics,North,323,35,50,34.12,19.82,0,Cloudy,1,19.66,Autumn,,
2023-04-19,S003,P0017,Furniture,East,142,92,189,106.63,40.66,20,Snowy,1,36.01,Autumn,,
2023-04-19,S003,P0018,Toys,East,404,81,174,74.83,44.07,10,Cloudy,0,39.75,Autumn,,
2023-04-19,S003,P0019,Clothing,East,444,60,109,71.72,41.37,15,Snowy,1,45.79,Winter,,
2023-04-19,S003,P0020,Toys,South,84,54,134,44.63,89.54,0,Snowy,0,91.41,Winter,,
2023-04-19,S004,P0001,Furniture,North,316,114,92,116.75,14.06,20,Snowy,0,14.3,Autumn,,
2023-04-19,S004,P0002,Clothing,North,457,144,93,147.95,63.27,0,Cloudy,0,67.78,Winter,,
2023-04-19,S004,P0003,Toys,West,434,114,30,110.34,79.85,0,Sunny,0,75.59,Summer,,
2023-04-19,S004,P0004,Furniture,North,76,5,129,0.18,92.11,0,Sunny,1,88.85,Winter,,
2023-04-19,S004,P0005,Clothing,South,372,318,171,328.19,99.68,20,Cloudy,1,97.87,Autumn,,
2023-04-19,S004,P0006,Furniture,North,363,296,131,291.38,50.27,15,Rainy,1,46.25,Winter,,
2023-04-19,S004,P0007,Electronics,North,128,83,107,98.07,21.11,20,Rainy,0,21.65,Summer,,
2023-04-19,S004,P0008,Toys,North,284,164,78,171.83,97.04,0,Sunny,1,98.66,Spring,,
2023-04-19,S004,P0009,Furniture,North,294,156,141,166.98,92.22,20,Sunny,1,89.08,Autumn,,
2023-04-19,S004,P0010,Toys,South,357,5,45,20.89,73.19,20,Snowy,0,76.56,Autumn,,
2023-04-19,S004,P0011,Electronics,East,290,241,131,255.38,94.03,5,Cloudy,0,98.03,Summer,,
2023-04-19,S004,P0012,Clothing,East,85,80,96,71.27,61.95,20,Rainy,0,64.87,Autumn,,
2023-04-19,S004,P0013,Electronics,South,120,21,88,12.94,28.64,0,Sunny,0,32.51,Summer,,
2023-04-19,S004,P0014,Clothing,West,480,192,73,183.8,69.39,0,Snowy,1,71.77,Summer,,
2023-04-19,S004,P0015,Groceries,East,449,244,72,254.91,86.22,10,Sunny,1,90.14,Summer,,
2023-04-19,S004,P0016,Clothing,East,188,80,25,86.13,79.18,15,Snowy,1,74.67,Winter,,
2023-04-19,S004,P0017,Groceries,East,172,9,73,21.18,77.69,5,Rainy,0,77.27,Winter,,
2023-04-19,S004,P0018,Electronics,East,335,103,28,96.62,29.06,10,Snowy,0,26.7,Autumn,,
2023-04-19,S004,P0019,Toys,South,204,49,85,59.19,36.4,20,Cloudy,0,36.85,Autumn,,
2023-04-19,S004,P0020,Clothing,East,232,181,58,179.01,56.74,5,Cloudy,1,61.26,Autumn,,
2023-04-19,S005,P0001,Clothing,South,153,55,104,57.33,43.54,10,Sunny,0,47.97,Autumn,,
2023-04-19,S005,P0002,Electronics,North,434,110,44,114.96,16.1,0,Cloudy,1,12.21,Summer,,
2023-04-19,S005,P0003,Electronics,East,316,181,197,187.39,91.15,20,Sunny,0,94.64,Autumn,,
2023-04-19,S005,P0004,Groceries,North,121,69,77,59.12,86.1,5,Cloudy,1,90.21,Summer,,
2023-04-19,S005,P0005,Groceries,East,396,291,179,297.03,38.92,5,Rainy,1,35.46,Summer,,
2023-04-19,S005,P0006,Furniture,East,104,61,101,71.53,23.64,5,Snowy,0,21.69,Winter,,
2023-04-19,S005,P0007,Furniture,North,385,218,178,209.69,99.04,10,Rainy,0,94.17,Autumn,,
2023-04-19,S005,P0008,Groceries,West,258,231,26,244.03,82.83,5,Cloudy,1,83.27,Spring,,
2023-04-19,S005,P0009,Toys,North,71,34,140,25.84,69.79,0,Rainy,0,71.46,Spring,,
2023-04-19,S005,P0010,Groceries,West,188,169,192,188.2,38.75,15,Snowy,0,39.33,Spring,,
2023-04-19,S005,P0011,Groceries,West,293,269,48,269.67,99.37,0,Snowy,1,101.35,Spring,,
2023-04-19,S005,P0012,Furniture,East,91,7,146,5.84,87.29,0,Snowy,1,89.41,Winter,,
2023-04-19,S005,P0013,Toys,South,81,50,48,48.85,76.32,5,Rainy,1,75.77,Winter,,
2023-04-19,S005,P0014,Electronics,East,371,212,153,219.56,27.64,15,Snowy,0,32.1,Summer,,
2023-04-19,S005,P0015,Toys,East,462,100,115,109.54,25.6,5,Sunny,0,24.44,Spring,,
2023-04-19,S005,P0016,Groceries,East,68,1,33,7.16,29.14,5,Snowy,1,25.38,Winter,,
2023-04-19,S005,P0017,Groceries,South,252,6,68,2.3,80.5,5,Snowy,1,75.7,Winter,,
2023-04-19,S005,P0018,Groceries,South,303,58,200,71.43,83.91,10,Rainy,1,82.93,Winter,,
2023-04-19,S005,P0019,Groceries,North,448,136,93,146.79,35.67,15,Rainy,1,34.86,Spring,,
2023-04-19,S005,P0020,Clothing,East,470,451,134,446.42,40.23,5,Snowy,0,40.47,Summer,,
2023-04-20,S001,P0001,Toys,West,419,72,132,91.26,68.59,10,Rainy,0,65.66,Spring,,
2023-04-20,S001,P0002,Electronics,South,144,111,58,103.74,61.75,15,Rainy,1,60.73,Summer,,
2023-04-20,S001,P0003,Furniture,South,385,117,175,112.06,51.34,20,Snowy,1,49.2,Summer,,
2023-04-20,S001,P0004,Electronics,South,213,172,176,162.47,88.96,0,Cloudy,0,84.23,Spring,,
2023-04-20,S001,P0005,Groceries,West,177,106,31,121.13,92.0,15,Snowy,1,96.79,Autumn,,
2023-04-20,S001,P0006,Clothing,West,256,49,68,52.94,97.39,20,Cloudy,1,97.16,Autumn,,
2023-04-20,S001,P0007,Groceries,East,458,163,76,178.73,88.65,20,Sunny,1,88.34,Summer,,
2023-04-20,S001,P0008,Toys,East,317,60,124,62.86,71.37,0,Rainy,0,70.57,Winter,,
2023-04-20,S001,P0009,Groceries,West,247,174,43,166.13,66.12,15,Cloudy,0,62.99,Winter,,
2023-04-20,S001,P0010,Toys,West,439,404,25,413.82,92.32,15,Sunny,1,89.3,Spring,,
2023-04-20,S001,P0011,Toys,East,313,217,153,209.77,31.46,10,Rainy,1,29.11,Summer,,
2023-04-20,S001,P0012,Furniture,South,430,75,119,91.25,60.52,5,Snowy,0,65.15,Autumn,,
2023-04-20,S001,P0013,Electronics,East,186,4,142,-1.24,15.28,5,Snowy,1,14.6,Spring,,
2023-04-20,S001,P0014,Toys,North,280,269,194,280.13,67.41,10,Cloudy,1,63.27,Autumn,,
2023-04-20,S001,P0015,Toys,North,333,31,60,28.88,61.44,15,Sunny,0,59.26,Spring,,
2023-04-20,S001,P0016,Groceries,North,500,126,24,125.01,25.98,0,Snowy,0,21.21,Spring,,
2023-04-20,S001,P0017,Clothing,East,239,150,190,158.23,44.23,20,Rainy,0,42.64,Autumn,,
2023-04-20,S001,P0018,Electronics,South,382,199,99,218.11,44.26,10,Sunny,0,40.69,Winter,,
2023-04-20,S001,P0019,Furniture,West,448,214,68,232.54,71.81,5,Rainy,0,74.89,Summer,,
2023-04-20,S001,P0020,Electronics,South,343,97,125,108.19,31.79,10,Snowy,0,28.66,Autumn,,
2023-04-20,S002,P0001,Groceries,East,178,87,182,84.87,71.85,5,Snowy,1,76.76,Winter,,
2023-04-20,S002,P0002,Toys,North,217,83,166,99.62,95.32,10,Snowy,0,92.06,Winter,,
2023-04-20,S002,P0003,Clothing,East,321,253,73,247.96,45.0,20,Cloudy,0,46.85,Winter,,
2023-04-20,S002,P0004,Groceries,East,381,118,74,118.03,12.43,15,Snowy,1,9.07,Summer,,
2023-04-20,S002,P0005,Groceries,East,309,108,125,112.7,60.68,20,Rainy,1,58.99,Spring,,
2023-04-20,S002,P0006,Furniture,East,212,47,40,59.52,50.34,10,Rainy,1,52.79,Winter,,
2023-04-20,S002,P0007,Toys,North,235,116,127,134.08,94.31,10,Cloudy,1,92.69,Winter,,
2023-04-20,S002,P0008,Groceries,East,147,46,113,48.99,91.43,10,Cloudy,1,95.39,Spring,,
2023-04-20,S002,P0009,Furniture,West,120,28,83,36.45,54.41,20,Rainy,1,57.92,Summer,,
2023-04-20,S002,P0010,Toys,West,372,12,26,9.17,43.05,15,Sunny,0,46.67,Autumn,,
2023-04-20,S002,P0011,Electronics,East,115,86,71,76.27,50.46,15,Snowy,1,48.43,Autumn,,
2023-04-20,S002,P0012,Furniture,South,350,95,186,100.14,79.6,5,Cloudy,1,82.56,Summer,,
2023-04-20,S002,P0013,Groceries,West,113,26,82,37.29,73.46,20,Snowy,0,70.06,Spring,,
2023-04-20,S002,P0014,Toys,North,450,379,183,389.72,25.66,10,Sunny,0,24.52,Summer,,
2023-04-20,S002,P0015,Clothing,East,419,66,190,72.53,37.19,0,Snowy,1,41.65,Spring,,
2023-04-20,S002,P0016,Toys,East,133,17,81,36.65,55.59,10,Rainy,0,51.55,Autumn,,
2023-04-20,S002,P0017,Toys,North,60,7,111,-2.97,59.01,0,Snowy,0,59.55,Spring,,
2023-04-20,S002,P0018,Electronics,East,425,146,98,162.92,16.77,20,Snowy,0,16.75,Winter,,
2023-04-20,S002,P0019,Toys,East,166,49,167,41.34,74.3,15,Snowy,0,73.08,Spring,,
2023-04-20,S002,P0020,Toys,North,96,56,81,65.36,63.29,20,Sunny,0,63.82,Autumn,,
2023-04-20,S003,P0001,Electronics,West,377,319,38,315.8,70.88,20,Rainy,1,70.48,Autumn,,
2023-04-20,S003,P0002,Clothing,West,408,172,88,179.93,18.21,15,Cloudy,0,15.48,Summer,,
2023-04-20,S003,P0003,Furniture,South,339,247,190,258.24,94.31,20,Rainy,1,92.01,Winter,,
2023-04-20,S003,P0004,Electronics,North,144,21,51,31.02,49.11,20,Snowy,1,51.64,Autumn,,
2023-04-20,S003,P0005,Furniture,East,187,54,184,60.73,91.98,0,Rainy,1,95.7,Autumn,,
2023-04-20,S003,P0006,Toys,South,211,120,66,131.67,62.13,5,Snowy,0,65.19,Winter,,
2023-04-20,S003,P0007,Electronics,North,441,30,176,48.71,72.8,15,Snowy,0,74.55,Autumn,,
2023-04-20,S003,P0008,Toys,South,379,349,104,353.18,50.57,15,Snowy,1,50.72,Spring,,
2023-04-20,S003,P0009,Electronics,West,113,50,112,42.61,93.17,10,Sunny,0,91.72,Autumn,,
2023-04-20,S003,P0010,Furniture,West,183,1,186,-2.97,48.79,5,Snowy,1,51.31,Autumn,,
2023-04-20,S003,P0011,Toys,North,369,99,191,114.56,60.95,20,Sunny,1,58.1,Autumn,,
2023-04-20,S003,P0012,Clothing,East,141,27,22,40.83,56.68,20,Sunny,0,51.77,Summer,,
2023-04-20,S003,P0013,Furniture,North,225,0,166,1.92,27.66,0,Sunny,0,27.84,Spring,,
2023-04-20,S003,P0014,Toys,East,65,51,57,44.41,89.96,20,Cloudy,1,91.71,Winter,,
2023-04-20,S003,P0015,Groceries,South,303,205,194,203.27,51.99,5,Cloudy,0,54.28,Spring,,
2023-04-20,S003,P0016,Electronics,South,381,4,39,9.1,99.93,15,Cloudy,0,101.31,Spring,,
2023-04-20,S003,P0017,Groceries,North,221,27,124,41.88,28.98,10,Rainy,1,25.67,Autumn,,
2023-04-20,S003,P0018,Groceries,South,110,33,67,41.44,84.06,15,Sunny,1,83.51,Summer,,
2023-04-20,S003,P0019,Clothing,East,334,285,21,299.56,54.57,0,Cloudy,0,53.01,Autumn,,
2023-04-20,S003,P0020,Electronics,South,304,302,155,309.92,65.54,10,Rainy,1,70.34,Autumn,,
2023-04-20,S004,P0001,Groceries,South,128,73,80,73.34,24.66,15,Rainy,0,22.76,Autumn,,
2023-04-20,S004,P0002,Furniture,North,100,7,42,14.78,27.27,15,Cloudy,0,32.25,Summer,,
2023-04-20,S004,P0003,Groceries,East,494,260,72,274.62,16.41,0,Rainy,1,12.54,Summer,,
2023-04-20,S004,P0004,Toys,North,226,14,44,23.64,83.87,20,Sunny,0,87.18,Spring,,
2023-04-20,S004,P0005,Electronics,West,120,67,24,76.5,10.01,5,Sunny,0,12.71,Winter,,
2023-04-20,S004,P0006,Furniture,North,307,117,83,121.72,21.81,15,Cloudy,0,18.88,Summer,,
2023-04-20,S004,P0007,Toys,North,81,65,167,57.46,94.65,10,Sunny,1,91.75,Spring,,
2023-04-20,S004,P0008,Clothing,East,288,39,153,55.66,32.13,5,Snowy,0,30.71,Summer,,
2023-04-20,S004,P0009,Clothing,South,219,89,95,80.75,67.73,0,Sunny,0,68.76,Summer,,
2023-04-20,S004,P0010,Toys,East,383,220,174,216.26,47.55,15,Rainy,0,48.26,Summer,,
2023-04-20,S004,P0011,Electronics,West,424,115,145,116.75,49.37,5,Sunny,0,45.54,Summer,,
2023-04-20,S004,P0012,Groceries,North,340,264,135,268.61,31.96,15,Sunny,1,30.13,Spring,,
2023-04-20,S004,P0013,Groceries,North,125,56,148,46.2,74.18,0,Snowy,0,77.1,Autumn,,
2023-04-20,S004,P0014,Toys,West,401,34,59,50.82,46.87,15,Cloudy,0,48.78,Autumn,,
2023-04-20,S004,P0015,Furniture,East,300,217,66,221.86,23.99,5,Rainy,1,21.28,Winter,,
2023-04-20,S004,P0016,Clothing,West,180,34,132,27.37,93.74,20,Sunny,1,95.64,Spring,,
2023-04-20,S004,P0017,Toys,North,394,300,81,311.32,63.42,20,Snowy,1,58.5,Summer,,
2023-04-20,S004,P0018,Toys,West,315,8,192,24.29,43.57,15,Rainy,0,40.87,Autumn,,
2023-04-20,S004,P0019,Clothing,North,270,170,158,162.39,52.44,20,Rainy,0,54.93,Winter,,
2023-04-20,S004,P0020,Electronics,South,416,91,23,95.1,36.19,5,Rainy,1,35.17,Summer,,
2023-04-20,S005,P0001,Groceries,East,327,113,57,113.58,42.02,10,Cloudy,1,41.55,Spring,,
2023-04-20,S005,P0002,Electronics,South,113,31,24,25.0,80.35,20,Cloudy,0,79.06,Spring,,
2023-04-20,S005,P0003,Toys,South,131,103,54,118.44,32.5,15,Rainy,1,29.5,Autumn,,
2023-04-20,S005,P0004,Toys,North,215,126,109,137.62,13.59,0,Rainy,0,9.46,Summer,,
2023-04-20,S005,P0005,Groceries,East,257,125,129,137.55,83.01,0,Sunny,1,80.58,Spring,,
2023-04-20,S005,P0006,Electronics,North,203,2,142,15.78,38.09,5,Cloudy,0,34.76,Spring,,
2023-04-20,S005,P0007,Clothing,West,302,254,171,260.33,35.77,5,Cloudy,0,37.56,Summer,,
2023-04-20,S005,P0008,Electronics,North,389,55,40,71.51,56.93,0,Rainy,1,60.47,Winter,,
2023-04-20,S005,P0009,Groceries,South,342,101,82,94.53,74.02,15,Cloudy,1,73.23,Winter,,
2023-04-20,S005,P0010,Toys,East,347,143,120,139.56,66.24,10,Sunny,0,68.26,Winter,,
